GESTION;2018;;;;;;;
TYPE BUDGET;Budget général;;;;;;;
;;;;; Données;;;
Anciens combattants, mémoire et liens avec la nation;169;7;61;Transferts aux ménages;17 270 000;17 370 000;17 270 000;17 370 000
Anciens combattants, mémoire et liens avec la nation;169;7;64;Transferts aux autres collectivités;;200 000;;200 000
Cohésion des territoires;109;1;61;Transferts aux ménages;15 452 000 000;13 538 131 300;15 452 000 000;13 538 131 300
Cohésion des territoires;109;2;64;Transferts aux autres collectivités;8 142 500;8 268 700;8 142 500;8 268 700
Cohésion des territoires;109;3;62;Transferts aux entreprises;9 300 000;9 800 000;9 300 000;9 800 000
Cohésion des territoires;112;1;31;Dépenses de fonctionnement autres que celles de personnel;400 000;250 000;400 000;250 000
Cohésion des territoires;112;1;32;Subventions pour charges de service public;6 017 162;5 767 842;6 017 162;5 767 842
Cohésion des territoires;112;1;62;Transferts aux entreprises;19 600 000;9 750 000;18 600 000;20 414 558
Cohésion des territoires;112;1;63;Transferts aux collectivités territoriales;125 324 347;40 603 838;54 617 423;66 106 658
Cohésion des territoires;112;1;64;Transferts aux autres collectivités;3 117 477;3 079 000;3 117 477;3 079 000
Cohésion des territoires;112;2;63;Transferts aux collectivités territoriales;260 460 433;98 111 047;109 861 849;125 386 225
Cohésion des territoires;112;2;64;Transferts aux autres collectivités;2 266 000;2 234 000;17 266 000;2 234 000
Cohésion des territoires;112;4;21;Rémunérations d’activité;14 289 535;13 679 554;14 289 535;13 679 554
Cohésion des territoires;112;4;22;Cotisations et contributions sociales;6 151 763;5 973 237;6 151 763;5 973 237
Cohésion des territoires;112;4;23;Prestations sociales et allocations diverses;363 000;258 000;363 000;258 000
Cohésion des territoires;112;4;31;Dépenses de fonctionnement autres que celles de personnel;8 496 322;8 352 398;10 982 722;8 825 125
Cohésion des territoires;112;4;64;Transferts aux autres collectivités;5 614 000;2 904 000;5 614 000;2 904 000
Cohésion des territoires;135;1;31;Dépenses de fonctionnement autres que celles de personnel;;10 000 000;;10 000 000
Cohésion des territoires;135;1;62;Transferts aux entreprises;200 000 000;;200 000 000;
Cohésion des territoires;135;1;63;Transferts aux collectivités territoriales;4 800 000;5 300 000;4 800 000;5 300 000
Cohésion des territoires;135;1;64;Transferts aux autres collectivités;3 000;40 000 000;3 000;40 000 000
Cohésion des territoires;135;2;31;Dépenses de fonctionnement autres que celles de personnel;3 700 000;3 900 000;3 700 000;3 900 000
Cohésion des territoires;135;3;31;Dépenses de fonctionnement autres que celles de personnel;780 000;2 500 000;780 000;2 500 000
Cohésion des territoires;135;3;61;Transferts aux ménages;3 920 000;2 500 000;3 920 000;2 500 000
Cohésion des territoires;135;3;63;Transferts aux collectivités territoriales;;2 200 000;;2 200 000
Cohésion des territoires;135;3;64;Transferts aux autres collectivités;6 000;;6 000;
Cohésion des territoires;135;4;31;Dépenses de fonctionnement autres que celles de personnel;48 875 000;48 995 000;48 875 000;49 875 000
Cohésion des territoires;135;4;61;Transferts aux ménages;;110 000 000;;110 000 000
Cohésion des territoires;135;4;64;Transferts aux autres collectivités;4 504 000;4 000 000;4 504 000;4 000 000
Cohésion des territoires;135;5;31;Dépenses de fonctionnement autres que celles de personnel;10 602 956;11 741 996;10 602 956;11 741 996
Cohésion des territoires;135;5;51;Dépenses pour immobilisations corporelles de l’État;4 062 815;5 445 775;4 062 815;5 445 775
Cohésion des territoires;135;7;31;Dépenses de fonctionnement autres que celles de personnel;8 570 827;10 989 200;8 570 827;10 809 200
Cohésion des territoires;135;7;62;Transferts aux entreprises;31 000 000;31 000 000;31 000 000;31 000 000
Cohésion des territoires;135;7;63;Transferts aux collectivités territoriales;72 279 520;17 340 800;26 679 520;16 640 800
Cohésion des territoires;135;7;64;Transferts aux autres collectivités;5 658 653;5 650 000;5 658 653;5 650 000
Cohésion des territoires;147;1;31;Dépenses de fonctionnement autres que celles de personnel;5 433 990;1 112 320;5 433 990;1 112 320
Cohésion des territoires;147;1;62;Transferts aux entreprises;;433 611;;433 611
Cohésion des territoires;147;1;63;Transferts aux collectivités territoriales;163 269 552;120 784 842;163 269 552;120 784 842
Cohésion des territoires;147;1;64;Transferts aux autres collectivités;167 184 608;213 427 668;167 184 608;213 427 668
Cohésion des territoires;147;2;32;Subventions pour charges de service public;28 850 000;26 268 998;28 850 000;26 268 998
Cohésion des territoires;147;2;62;Transferts aux entreprises;19 657 000;21 480 000;19 657 000;21 480 000
Cohésion des territoires;147;2;64;Transferts aux autres collectivités;15 000;;15 000;
Cohésion des territoires;147;2;72;Dotations en fonds propres;;2 581 002;;2 581 002
Cohésion des territoires;147;3;21;Rémunérations d’activité;14 930 219;14 556 992;14 930 219;14 556 992
Cohésion des territoires;147;3;22;Cotisations et contributions sociales;5 500 000;5 361 362;5 500 000;5 361 362
Cohésion des territoires;147;3;31;Dépenses de fonctionnement autres que celles de personnel;5 083 291;5 000 000;5 083 291;5 000 000
Cohésion des territoires;147;3;52;Dépenses pour immobilisations incorporelles de l’État;200 000;200 000;200 000;200 000
Cohésion des territoires;147;3;64;Transferts aux autres collectivités;4 200 000;4 200 000;4 200 000;4 200 000
Cohésion des territoires;147;4;64;Transferts aux autres collectivités;100 036 000;15 000 000;15 036 000;15 000 000
Cohésion des territoires;162;2;31;Dépenses de fonctionnement autres que celles de personnel;955 000;963 367;955 000;904 343
Cohésion des territoires;162;2;32;Subventions pour charges de service public;;223 300;;223 300
Cohésion des territoires;162;2;62;Transferts aux entreprises;4 091 100;1 113 333;3 404 837;1 972 357
Cohésion des territoires;162;2;63;Transferts aux collectivités territoriales;1 395 000;;1 314 163;
Cohésion des territoires;162;2;64;Transferts aux autres collectivités;1 301 000;200 000;1 096 000;200 000
Cohésion des territoires;162;4;63;Transferts aux collectivités territoriales;18 772 200;27 500 000;18 759 700;20 000 000
Cohésion des territoires;162;6;62;Transferts aux entreprises;100 000;100 000;535 000;500 000
Cohésion des territoires;162;6;63;Transferts aux collectivités territoriales;200 000;200 000;400 000;300 000
Cohésion des territoires;162;6;64;Transferts aux autres collectivités;1 054 700;700 000;805 600;800 000
Cohésion des territoires;162;8;31;Dépenses de fonctionnement autres que celles de personnel;798 565;1 003 664;797 265;1 003 664
Cohésion des territoires;162;8;61;Transferts aux ménages;618 852;498 738;618 852;498 738
Cohésion des territoires;162;8;62;Transferts aux entreprises;42 679;38 401;42 679;38 401
Cohésion des territoires;162;8;64;Transferts aux autres collectivités;571 904;459 197;571 904;459 197
Cohésion des territoires;162;9;63;Transferts aux collectivités territoriales;;1 000 000;;500 000
Cohésion des territoires;177;11;61;Transferts aux ménages;40 000 000;32 900 000;40 000 000;32 900 000
Cohésion des territoires;177;11;64;Transferts aux autres collectivités;22 061 191;17 545 224;22 061 191;17 545 224
Cohésion des territoires;177;12;64;Transferts aux autres collectivités;1 669 285 619;1 894 189 982;1 669 285 619;1 894 189 982
Cohésion des territoires;177;14;31;Dépenses de fonctionnement autres que celles de personnel;188 657;188 657;188 657;188 657
Cohésion des territoires;177;14;64;Transferts aux autres collectivités;10 144 000;8 870 000;10 144 000;8 870 000
Conseil et contrôle de l'État;126;1;21;Rémunérations d’activité;16 276 927;15 279 129;16 276 927;15 279 129
Conseil et contrôle de l'État;126;1;22;Cotisations et contributions sociales;9 623 268;9 742 089;9 623 268;9 742 089
Conseil et contrôle de l'État;126;1;23;Prestations sociales et allocations diverses;88 498;25 666;88 498;25 666
Conseil et contrôle de l'État;126;1;31;Dépenses de fonctionnement autres que celles de personnel;1 599 164;1 699 164;1 599 164;1 699 164
Conseil et contrôle de l'État;126;2;21;Rémunérations d’activité;5 131 031;6 109 417;5 131 031;6 109 417
Conseil et contrôle de l'État;126;2;22;Cotisations et contributions sociales;2 014 951;2 595 431;2 014 951;2 595 431
Conseil et contrôle de l'État;126;2;23;Prestations sociales et allocations diverses;156 140;46 611;156 140;46 611
Conseil et contrôle de l'État;126;2;31;Dépenses de fonctionnement autres que celles de personnel;2 584 918;2 893 836;2 584 918;2 893 836
Conseil et contrôle de l'État;126;2;51;Dépenses pour immobilisations corporelles de l’État;1 500 000;0;850 000;0
Conseil et contrôle de l'État;126;3;21;Rémunérations d’activité;590 985;662 615;590 985;662 615
Conseil et contrôle de l'État;126;3;22;Cotisations et contributions sociales;170 645;281 495;170 645;281 495
Conseil et contrôle de l'État;126;3;23;Prestations sociales et allocations diverses;11 710;5 055;11 710;5 055
Conseil et contrôle de l'État;126;3;31;Dépenses de fonctionnement autres que celles de personnel;460 000;707 000;460 000;707 000
Conseil et contrôle de l'État;164;21;21;Rémunérations d’activité;25 547 897;25 884 585;25 547 897;25 884 585
Conseil et contrôle de l'État;164;21;22;Cotisations et contributions sociales;13 105 398;13 456 079;13 105 398;13 456 079
Conseil et contrôle de l'État;164;21;23;Prestations sociales et allocations diverses;170 794;143 358;170 794;143 358
Conseil et contrôle de l'État;164;21;31;Dépenses de fonctionnement autres que celles de personnel;1 400 000;1 400 000;1 400 000;1 400 000
Conseil et contrôle de l'État;164;22;21;Rémunérations d’activité;10 404 253;10 594 636;10 404 253;10 594 636
Conseil et contrôle de l'État;164;22;22;Cotisations et contributions sociales;5 387 402;5 533 966;5 387 402;5 533 966
Conseil et contrôle de l'État;164;22;23;Prestations sociales et allocations diverses;73 667;61 670;73 667;61 670
Conseil et contrôle de l'État;164;23;21;Rémunérations d’activité;39 542 244;39 957 542;39 542 244;39 957 542
Conseil et contrôle de l'État;164;23;22;Cotisations et contributions sociales;20 447 708;20 951 430;20 447 708;20 951 430
Conseil et contrôle de l'État;164;23;23;Prestations sociales et allocations diverses;277 949;384 490;277 949;384 490
Conseil et contrôle de l'État;164;24;21;Rémunérations d’activité;22 831 216;23 141 022;22 831 216;23 141 022
Conseil et contrôle de l'État;164;24;22;Cotisations et contributions sociales;11 814 621;12 089 761;11 814 621;12 089 761
Conseil et contrôle de l'État;164;24;23;Prestations sociales et allocations diverses;160 959;134 773;160 959;134 773
Conseil et contrôle de l'État;164;25;21;Rémunérations d’activité;4 674 816;4 834 040;4 674 816;4 834 040
Conseil et contrôle de l'État;164;25;22;Cotisations et contributions sociales;2 405 838;2 512 469;2 405 838;2 512 469
Conseil et contrôle de l'État;164;25;23;Prestations sociales et allocations diverses;31 895;26 563;31 895;26 563
Conseil et contrôle de l'État;164;26;21;Rémunérations d’activité;3 075 705;3 159 635;3 075 705;3 159 635
Conseil et contrôle de l'État;164;26;22;Cotisations et contributions sociales;1 579 011;1 644 247;1 579 011;1 644 247
Conseil et contrôle de l'État;164;26;23;Prestations sociales et allocations diverses;20 683;17 595;20 683;17 595
Conseil et contrôle de l'État;164;27;21;Rémunérations d’activité;17 157 374;17 640 208;17 157 374;17 640 208
Conseil et contrôle de l'État;164;27;22;Cotisations et contributions sociales;9 626 173;9 772 587;9 626 173;9 772 587
Conseil et contrôle de l'État;164;27;23;Prestations sociales et allocations diverses;171 399;131 551;171 399;131 551
Conseil et contrôle de l'État;164;27;31;Dépenses de fonctionnement autres que celles de personnel;28 255 000;24 338 000;23 065 000;22 880 000
Conseil et contrôle de l'État;164;27;51;Dépenses pour immobilisations corporelles de l’État;485 000;500 000;485 000;500 000
Conseil et contrôle de l'État;164;27;52;Dépenses pour immobilisations incorporelles de l’État;600 000;470 000;600 000;470 000
Conseil et contrôle de l'État;164;27;64;Transferts aux autres collectivités;50 000;50 000;50 000;50 000
Conseil et contrôle de l'État;165;1;21;Rémunérations d’activité;17 441 122;17 637 694;17 441 122;17 637 694
Conseil et contrôle de l'État;165;1;22;Cotisations et contributions sociales;9 945 735;10 042 914;9 945 735;10 042 914
Conseil et contrôle de l'État;165;1;23;Prestations sociales et allocations diverses;129 830;139 099;129 830;139 099
Conseil et contrôle de l'État;165;2;21;Rémunérations d’activité;32 255 501;32 619 041;32 255 501;32 619 041
