"Mission";"Programme";"Action";"Catégorie_code";"Catégorie";"AEPLF";"CPPLF";"Type_budget";"Année"
"Cohésion des territoires";112;4;21;"Rémunérations d’activité";13679554;13679554;"Budget général";2018
"Cohésion des territoires";112;4;22;"Cotisations et contributions sociales";5973237;5973237;"Budget général";2018
"Cohésion des territoires";112;4;23;"Prestations sociales et allocations diverses";258000;258000;"Budget général";2018
"Cohésion des territoires";112;4;31;"Dépenses de fonctionnement autres que celles de personnel";8352398;8825125;"Budget général";2018
"Cohésion des territoires";112;4;64;"Transferts aux autres collectivités";2904000;2904000;"Budget général";2018
"Cohésion des territoires";135;1;31;"Dépenses de fonctionnement autres que celles de personnel";10000000;10000000;"Budget général";2018
"Cohésion des territoires";135;1;62;"Transferts aux entreprises";NA;NA;"Budget général";2018
"Cohésion des territoires";135;1;63;"Transferts aux collectivités territoriales";5300000;5300000;"Budget général";2018
"Cohésion des territoires";135;1;64;"Transferts aux autres collectivités";40000000;40000000;"Budget général";2018
"Cohésion des territoires";135;2;31;"Dépenses de fonctionnement autres que celles de personnel";3900000;3900000;"Budget général";2018
"Cohésion des territoires";135;3;31;"Dépenses de fonctionnement autres que celles de personnel";2500000;2500000;"Budget général";2018
"Cohésion des territoires";135;3;61;"Transferts aux ménages";2500000;2500000;"Budget général";2018
"Cohésion des territoires";135;3;63;"Transferts aux collectivités territoriales";2200000;2200000;"Budget général";2018
"Cohésion des territoires";135;3;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Cohésion des territoires";135;4;31;"Dépenses de fonctionnement autres que celles de personnel";48995000;49875000;"Budget général";2018
"Cohésion des territoires";135;4;61;"Transferts aux ménages";110000000;110000000;"Budget général";2018
"Cohésion des territoires";135;4;64;"Transferts aux autres collectivités";4000000;4000000;"Budget général";2018
"Cohésion des territoires";135;5;31;"Dépenses de fonctionnement autres que celles de personnel";11741996;11741996;"Budget général";2018
"Cohésion des territoires";135;5;51;"Dépenses pour immobilisations corporelles de l’État";5445775;5445775;"Budget général";2018
"Cohésion des territoires";135;7;31;"Dépenses de fonctionnement autres que celles de personnel";10989200;10809200;"Budget général";2018
"Cohésion des territoires";135;7;62;"Transferts aux entreprises";31000000;31000000;"Budget général";2018
"Cohésion des territoires";135;7;63;"Transferts aux collectivités territoriales";17340800;16640800;"Budget général";2018
"Cohésion des territoires";135;7;64;"Transferts aux autres collectivités";5650000;5650000;"Budget général";2018
"Cohésion des territoires";147;1;31;"Dépenses de fonctionnement autres que celles de personnel";1112320;1112320;"Budget général";2018
"Cohésion des territoires";147;1;62;"Transferts aux entreprises";433611;433611;"Budget général";2018
"Cohésion des territoires";147;1;63;"Transferts aux collectivités territoriales";120784842;120784842;"Budget général";2018
"Cohésion des territoires";147;1;64;"Transferts aux autres collectivités";213427668;213427668;"Budget général";2018
"Cohésion des territoires";147;2;32;"Subventions pour charges de service public";26268998;26268998;"Budget général";2018
"Cohésion des territoires";147;2;62;"Transferts aux entreprises";21480000;21480000;"Budget général";2018
"Cohésion des territoires";147;2;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Cohésion des territoires";147;2;72;"Dotations en fonds propres";2581002;2581002;"Budget général";2018
"Cohésion des territoires";147;3;21;"Rémunérations d’activité";14556992;14556992;"Budget général";2018
"Cohésion des territoires";147;3;22;"Cotisations et contributions sociales";5361362;5361362;"Budget général";2018
"Cohésion des territoires";147;3;31;"Dépenses de fonctionnement autres que celles de personnel";5000000;5000000;"Budget général";2018
"Cohésion des territoires";147;3;52;"Dépenses pour immobilisations incorporelles de l’État";200000;200000;"Budget général";2018
"Cohésion des territoires";147;3;64;"Transferts aux autres collectivités";4200000;4200000;"Budget général";2018
"Cohésion des territoires";147;4;64;"Transferts aux autres collectivités";15000000;15000000;"Budget général";2018
"Cohésion des territoires";162;2;31;"Dépenses de fonctionnement autres que celles de personnel";963367;904343;"Budget général";2018
"Cohésion des territoires";162;2;32;"Subventions pour charges de service public";223300;223300;"Budget général";2018
"Cohésion des territoires";162;2;62;"Transferts aux entreprises";1113333;1972357;"Budget général";2018
"Cohésion des territoires";162;2;63;"Transferts aux collectivités territoriales";NA;NA;"Budget général";2018
"Cohésion des territoires";162;2;64;"Transferts aux autres collectivités";200000;200000;"Budget général";2018
"Cohésion des territoires";162;4;63;"Transferts aux collectivités territoriales";27500000;20000000;"Budget général";2018
"Cohésion des territoires";162;6;62;"Transferts aux entreprises";100000;500000;"Budget général";2018
"Cohésion des territoires";162;6;63;"Transferts aux collectivités territoriales";200000;300000;"Budget général";2018
"Cohésion des territoires";162;6;64;"Transferts aux autres collectivités";700000;800000;"Budget général";2018
"Cohésion des territoires";162;8;31;"Dépenses de fonctionnement autres que celles de personnel";1003664;1003664;"Budget général";2018
"Cohésion des territoires";162;8;61;"Transferts aux ménages";498738;498738;"Budget général";2018
"Cohésion des territoires";162;8;62;"Transferts aux entreprises";38401;38401;"Budget général";2018
"Cohésion des territoires";162;8;64;"Transferts aux autres collectivités";459197;459197;"Budget général";2018
"Cohésion des territoires";162;9;63;"Transferts aux collectivités territoriales";1000000;500000;"Budget général";2018
"Cohésion des territoires";177;11;61;"Transferts aux ménages";32900000;32900000;"Budget général";2018
"Cohésion des territoires";177;11;64;"Transferts aux autres collectivités";17545224;17545224;"Budget général";2018
"Cohésion des territoires";177;12;64;"Transferts aux autres collectivités";1894189982;1894189982;"Budget général";2018
"Cohésion des territoires";177;14;31;"Dépenses de fonctionnement autres que celles de personnel";188657;188657;"Budget général";2018
"Cohésion des territoires";177;14;64;"Transferts aux autres collectivités";8870000;8870000;"Budget général";2018
"Conseil et contrôle de l'État";126;1;21;"Rémunérations d’activité";15279129;15279129;"Budget général";2018
"Conseil et contrôle de l'État";126;1;22;"Cotisations et contributions sociales";9742089;9742089;"Budget général";2018
"Conseil et contrôle de l'État";126;1;23;"Prestations sociales et allocations diverses";25666;25666;"Budget général";2018
"Conseil et contrôle de l'État";126;1;31;"Dépenses de fonctionnement autres que celles de personnel";1699164;1699164;"Budget général";2018
"Conseil et contrôle de l'État";126;2;21;"Rémunérations d’activité";6109417;6109417;"Budget général";2018
"Conseil et contrôle de l'État";126;2;22;"Cotisations et contributions sociales";2595431;2595431;"Budget général";2018
"Conseil et contrôle de l'État";126;2;23;"Prestations sociales et allocations diverses";46611;46611;"Budget général";2018
"Conseil et contrôle de l'État";126;2;31;"Dépenses de fonctionnement autres que celles de personnel";2893836;2893836;"Budget général";2018
"Conseil et contrôle de l'État";126;2;51;"Dépenses pour immobilisations corporelles de l’État";0;0;"Budget général";2018
"Conseil et contrôle de l'État";126;3;21;"Rémunérations d’activité";662615;662615;"Budget général";2018
"Conseil et contrôle de l'État";126;3;22;"Cotisations et contributions sociales";281495;281495;"Budget général";2018
"Conseil et contrôle de l'État";126;3;23;"Prestations sociales et allocations diverses";5055;5055;"Budget général";2018
"Conseil et contrôle de l'État";126;3;31;"Dépenses de fonctionnement autres que celles de personnel";707000;707000;"Budget général";2018
"Conseil et contrôle de l'État";164;21;21;"Rémunérations d’activité";25884585;25884585;"Budget général";2018
"Conseil et contrôle de l'État";164;21;22;"Cotisations et contributions sociales";13456079;13456079;"Budget général";2018
"Conseil et contrôle de l'État";164;21;23;"Prestations sociales et allocations diverses";143358;143358;"Budget général";2018
"Conseil et contrôle de l'État";164;21;31;"Dépenses de fonctionnement autres que celles de personnel";1400000;1400000;"Budget général";2018
"Conseil et contrôle de l'État";164;22;21;"Rémunérations d’activité";10594636;10594636;"Budget général";2018
"Conseil et contrôle de l'État";164;22;22;"Cotisations et contributions sociales";5533966;5533966;"Budget général";2018
"Conseil et contrôle de l'État";164;22;23;"Prestations sociales et allocations diverses";61670;61670;"Budget général";2018
"Conseil et contrôle de l'État";164;23;21;"Rémunérations d’activité";39957542;39957542;"Budget général";2018
"Conseil et contrôle de l'État";164;23;22;"Cotisations et contributions sociales";20951430;20951430;"Budget général";2018
"Conseil et contrôle de l'État";164;23;23;"Prestations sociales et allocations diverses";384490;384490;"Budget général";2018
"Conseil et contrôle de l'État";164;24;21;"Rémunérations d’activité";23141022;23141022;"Budget général";2018
"Conseil et contrôle de l'État";164;24;22;"Cotisations et contributions sociales";12089761;12089761;"Budget général";2018
"Conseil et contrôle de l'État";164;24;23;"Prestations sociales et allocations diverses";134773;134773;"Budget général";2018
